Date,Open,High,Low,Close,Adj Close,Volume
2019-01-17,26953.210938,27012.189453,26703.310547,26755.630859,26755.630859,1860541000
2019-01-18,26993.439453,27116.650391,26915.080078,27090.810547,27090.810547,1692701900
2019-01-21,27134.269531,27323.609375,27084.300781,27196.539063,27196.539063,1640014700
2019-01-22,27189.400391,27223.699219,26854.660156,27005.449219,27005.449219,1578449700
2019-01-23,26879.910156,27131.220703,26879.910156,27008.199219,27008.199219,1381999400
2019-01-24,27075.369141,27120.980469,26889.789063,27120.980469,27120.980469,1323732100
2019-01-25,27282.880859,27569.189453,27217.750000,27569.189453,27569.189453,2264965800
2019-01-28,27695.810547,27790.220703,27462.369141,27576.960938,27576.960938,1705146300
2019-01-29,27397.539063,27575.369141,27328.169922,27531.679688,27531.679688,1821838000
2019-01-30,27571.410156,27642.849609,27369.750000,27642.849609,27642.849609,1821894600
2019-01-31,27842.050781,28010.900391,27773.980469,27942.470703,27942.470703,2225282600
2019-02-01,28193.279297,28193.279297,27802.500000,27930.740234,27930.740234,1669716900
2019-02-04,27985.419922,28005.150391,27847.429688,27990.210938,27990.210938,808061300
2019-02-08,27708.130859,28008.820313,27534.199219,27946.320313,27946.320313,1527669600
2019-02-11,27927.449219,28143.839844,27847.849609,28143.839844,28143.839844,1384082500
2019-02-12,28093.310547,28219.589844,27983.480469,28171.330078,28171.330078,1492521500
2019-02-13,28184.869141,28533.359375,28160.460938,28497.589844,28497.589844,1930777700
2019-02-14,28396.400391,28476.650391,28275.179688,28432.050781,28432.050781,1433724900
2019-02-15,28241.439453,28256.689453,27845.869141,27900.839844,27900.839844,1781495400
2019-02-18,28186.750000,28412.080078,28186.750000,28347.009766,28347.009766,1549943500
2019-02-19,28440.490234,28488.970703,28208.869141,28228.130859,28228.130859,1653127000
2019-02-20,28404.679688,28599.769531,28357.300781,28514.050781,28514.050781,1928707100
2019-02-21,28450.000000,28759.349609,28364.849609,28629.919922,28629.919922,1814520300
2019-02-22,28478.960938,28816.300781,28430.199219,28816.300781,28816.300781,1706490600
2019-02-25,28975.519531,29009.980469,28763.460938,28959.300781,28959.300781,3517972400
2019-02-26,28971.230469,28971.230469,28700.009766,28772.060547,28772.060547,2758187900
2019-02-27,28833.160156,29014.189453,28701.470703,28757.439453,28757.439453,2378404200
2019-02-28,28719.710938,28917.490234,28571.130859,28633.179688,28633.179688,2086693500
2019-03-01,28716.599609,28860.199219,28663.710938,28812.169922,28812.169922,1927040400
2019-03-04,28855.109375,29241.800781,28760.669922,28959.589844,28959.589844,2682948700
2019-03-05,28823.160156,29025.789063,28734.810547,28961.599609,28961.599609,1951621500
2019-03-06,29003.250000,29122.810547,28938.390625,29037.599609,29037.599609,1794494900
2019-03-07,28965.419922,29007.070313,28772.449219,28779.449219,28779.449219,1691993300
2019-03-08,28409.140625,28533.759766,28201.089844,28228.419922,28228.419922,2998999600
2019-03-11,28265.849609,28512.269531,28240.779297,28503.300781,28503.300781,1525534800
2019-03-12,28920.869141,28920.869141,28920.869141,28920.869141,28920.869141,0
2019-03-13,28924.279297,28924.279297,28690.369141,28807.449219,28807.449219,1183090900
2019-03-14,28891.060547,28932.470703,28696.310547,28851.390625,28851.390625,1390223200
2019-03-15,28843.859375,29204.730469,28828.259766,29012.259766,29012.259766,1974569100
2019-03-18,29112.439453,29409.009766,29034.130859,29409.009766,29409.009766,1887811300
2019-03-19,29419.140625,29486.150391,29319.509766,29466.279297,29466.279297,1747657200
2019-03-20,29357.189453,29435.810547,29251.250000,29320.970703,29320.970703,1580528500
2019-03-21,29387.750000,29446.769531,29051.849609,29071.560547,29071.560547,1750672700
2019-03-22,29173.330078,29243.099609,28847.339844,29113.359375,29113.359375,1740699100
2019-03-25,28501.369141,28702.240234,28463.109375,28523.349609,28523.349609,2091121900
2019-03-26,28677.759766,28701.599609,28435.060547,28566.910156,28566.910156,1406624800
2019-03-27,28564.710938,28781.630859,28551.650391,28728.250000,28728.250000,1475536600
2019-03-28,28663.199219,28816.589844,28558.800781,28775.210938,28775.210938,1582079600
2019-03-29,28812.640625,29100.689453,28761.880859,29051.359375,29051.359375,2695223000
2019-04-01,29383.720703,29612.369141,29383.720703,29562.019531,29562.019531,2475412300
2019-04-02,29736.990234,29736.990234,29534.419922,29624.669922,29624.669922,1858466500
2019-04-03,29785.269531,29999.339844,29715.769531,29986.390625,29986.390625,2019434600
2019-04-04,29950.419922,30050.910156,29765.550781,29936.320313,29936.320313,1854467500
2019-04-08,30119.580078,30185.060547,29913.619141,30077.150391,30077.150391,2321011600
2019-04-09,30065.990234,30222.019531,30018.980469,30157.490234,30157.490234,2049354000
2019-04-10,30052.269531,30139.609375,29892.619141,30119.560547,30119.560547,1814064400
2019-04-11,30138.140625,30184.609375,29783.669922,29839.449219,29839.449219,1897154200
2019-04-12,29806.349609,29909.759766,29694.849609,29909.759766,29909.759766,1560692000
2019-04-15,30119.849609,30280.119141,29810.720703,29810.720703,29810.720703,2010638200
2019-04-16,29754.300781,30142.859375,29665.109375,30129.869141,30129.869141,2546181500
2019-04-17,30160.689453,30178.580078,30004.970703,30124.679688,30124.679688,2035147300
2019-04-18,30088.650391,30101.830078,29896.859375,29963.259766,29963.259766,1569930600
2019-04-23,29782.949219,30055.939453,29755.869141,29963.240234,29963.240234,2006226400
2019-04-24,30112.189453,30112.189453,29682.869141,29805.830078,29805.830078,1748986700
2019-04-25,29667.519531,29849.699219,29535.199219,29549.800781,29549.800781,1644483200
2019-04-26,29513.080078,29672.789063,29504.140625,29605.009766,29605.009766,1411001700
2019-04-29,29730.849609,29917.109375,29639.380859,29892.810547,29892.810547,1250717200
2019-04-30,29828.150391,29855.759766,29620.449219,29699.109375,29699.109375,1359023200
2019-05-02,29643.050781,29967.740234,29643.050781,29944.179688,29944.179688,1298906600
2019-05-03,29818.480469,30081.550781,29678.859375,30081.550781,30081.550781,1217388500
2019-05-06,29342.380859,29384.009766,28956.470703,29209.820313,29209.820313,2934065800
2019-05-07,29313.580078,29480.039063,29156.449219,29363.019531,29363.019531,1997665400
2019-05-08,28987.089844,29252.000000,28945.910156,29003.199219,29003.199219,2182802000
2019-05-09,28839.349609,28891.109375,28281.980469,28311.070313,28311.070313,2907223700
2019-05-10,28462.339844,28833.449219,28203.220703,28550.240234,28550.240234,2421480000
2019-05-14,27951.119141,28205.960938,27925.619141,28122.019531,28122.019531,2875261200
2019-05-15,28171.320313,28441.490234,28171.320313,28268.710938,28268.710938,2244890100
2019-05-16,28117.480469,28379.369141,28050.779297,28275.070313,28275.070313,2372367500
2019-05-17,28428.000000,28428.000000,27909.730469,27946.460938,27946.460938,1922181900
2019-05-20,27959.230469,27999.599609,27699.230469,27787.609375,27787.609375,2260468500
2019-05-21,27671.400391,27915.160156,27598.060547,27657.240234,27657.240234,2229189200
2019-05-22,27753.539063,27828.810547,27640.619141,27705.939453,27705.939453,1705803400
2019-05-23,27505.529297,27523.859375,27169.669922,27267.130859,27267.130859,2219416000
2019-05-24,27368.679688,27457.589844,27291.939453,27353.929688,27353.929688,1677043500
2019-05-27,27239.080078,27371.349609,27105.220703,27288.089844,27288.089844,1264256500
2019-05-28,27274.830078,27490.550781,27230.089844,27390.810547,27390.810547,3043711500
2019-05-29,27226.949219,27429.369141,27178.710938,27235.710938,27235.710938,2236869000
2019-05-30,27319.250000,27319.250000,27020.730469,27114.880859,27114.880859,1884022200
2019-05-31,27002.960938,27155.359375,26850.269531,26901.089844,26901.089844,1829465900
2019-06-03,26909.710938,26968.099609,26735.480469,26893.859375,26893.859375,1716241600
2019-06-04,26994.080078,26994.080078,26671.900391,26761.519531,26761.519531,1527666000
2019-06-05,27116.080078,27119.480469,26803.660156,26895.439453,26895.439453,1894174900
2019-06-06,26935.869141,26984.019531,26837.669922,26965.279297,26965.279297,1601926500
2019-06-10,27206.609375,27606.419922,27155.029297,27578.640625,27578.640625,2272329600
2019-06-11,27677.060547,27857.849609,27577.910156,27789.339844,27789.339844,1824700000
2019-06-12,27603.119141,27603.119141,27222.029297,27308.460938,27308.460938,1866884200
2019-06-13,27217.720703,27294.710938,26825.349609,27294.710938,27294.710938,1846303100
2019-06-14,27180.740234,27275.880859,27051.750000,27118.349609,27118.349609,2031083500
2019-06-17,27252.449219,27503.099609,27227.160156,27227.160156,27227.160156,1487266700
2019-06-18,27289.699219,27584.119141,27201.019531,27498.769531,27498.769531,1550614700
2019-06-19,28224.869141,28224.869141,28022.490234,28202.140625,28202.140625,2076060300
2019-06-20,28308.849609,28563.080078,28258.019531,28550.429688,28550.429688,1820185000
2019-06-21,28581.509766,28581.509766,28359.250000,28473.710938,28473.710938,2171897300
2019-06-24,28400.630859,28634.480469,28358.060547,28513.000000,28513.000000,1338833200
2019-06-25,28447.960938,28470.099609,28066.130859,28185.980469,28185.980469,1851984100
2019-06-26,28046.160156,28267.980469,27985.980469,28221.980469,28221.980469,1431402200
2019-06-27,28352.939453,28621.419922,28287.339844,28621.419922,28621.419922,1679897500
2019-06-28,28632.589844,28632.589844,28416.960938,28542.619141,28542.619141,1486688000
2019-07-02,28904.039063,28959.060547,28768.539063,28875.560547,28875.560547,2110432700
2019-07-03,28781.970703,28891.890625,28721.210938,28855.140625,28855.140625,1291301500
2019-07-04,28891.970703,29007.980469,28776.480469,28795.769531,28795.769531,928449700
2019-07-05,28785.529297,28880.580078,28714.919922,28774.830078,28774.830078,846919500
2019-07-08,28513.140625,28541.099609,28194.070313,28331.689453,28331.689453,1250874300
2019-07-09,28299.730469,28312.970703,28080.730469,28116.279297,28116.279297,1218475000
2019-07-10,28245.089844,28311.779297,28144.869141,28204.689453,28204.689453,1013012100
2019-07-11,28347.859375,28582.689453,28347.859375,28431.800781,28431.800781,1067070900
2019-07-12,28401.869141,28603.869141,28399.660156,28471.619141,28471.619141,1204492700
2019-07-15,28303.359375,28567.250000,28071.189453,28554.880859,28554.880859,1317116400
2019-07-16,28583.929688,28634.650391,28489.410156,28619.619141,28619.619141,1024681900
2019-07-17,28463.769531,28593.169922,28377.339844,28593.169922,28593.169922,950441100
2019-07-18,28393.039063,28511.650391,28376.500000,28461.660156,28461.660156,925037300
2019-07-19,28585.150391,28809.589844,28551.199219,28765.400391,28765.400391,1261012300
2019-07-22,28612.279297,28649.439453,28303.550781,28371.259766,28371.259766,1104886500
2019-07-23,28392.039063,28489.289063,28313.789063,28466.480469,28466.480469,950029300
2019-07-24,28578.140625,28764.500000,28515.919922,28524.039063,28524.039063,1075821900
2019-07-25,28575.490234,28628.509766,28517.009766,28594.300781,28594.300781,974264600
2019-07-26,28406.070313,28487.640625,28338.300781,28397.740234,28397.740234,1320699900
2019-07-29,28262.800781,28302.660156,27945.410156,28106.410156,28106.410156,1563572300
2019-07-30,28059.820313,28274.650391,28059.820313,28146.500000,28146.500000,1147561000
2019-07-31,27931.279297,27939.720703,27701.439453,27777.750000,27777.750000,1287084400
2019-08-01,27582.210938,27754.039063,27495.890625,27565.699219,27565.699219,1736444000
2019-08-02,26950.529297,27043.460938,26868.960938,26918.580078,26918.580078,2317609200
2019-08-05,26480.470703,26502.609375,26086.859375,26151.320313,26151.320313,2120745300
2019-08-06,25472.429688,26042.230469,25397.349609,25976.240234,25976.240234,2751867000
2019-08-07,25977.720703,26025.439453,25738.800781,25997.029297,25997.029297,1671335000
2019-08-08,25999.449219,26317.419922,25999.449219,26120.769531,26120.769531,1658129900
2019-08-09,26278.919922,26313.779297,25939.300781,25939.300781,25939.300781,1357616900
2019-08-12,25869.480469,26069.230469,25824.720703,25824.720703,25824.720703,1200393600
2019-08-13,25536.619141,25616.710938,25270.910156,25281.300781,25281.300781,1979089800
2019-08-14,25711.099609,25717.980469,25197.380859,25302.279297,25302.279297,1915522900
2019-08-15,24945.740234,25552.130859,24899.929688,25495.460938,25495.460938,2145864600
2019-08-16,25484.960938,25798.109375,25314.269531,25734.220703,25734.220703,2022477500
2019-08-19,25994.800781,26356.220703,25994.800781,26291.839844,26291.839844,2144882700
2019-08-20,26256.539063,26347.230469,26149.400391,26231.539063,26231.539063,1822936100
2019-08-21,26160.539063,26318.130859,26075.910156,26270.039063,26270.039063,1701479200
2019-08-22,26272.910156,26288.240234,25977.669922,26048.720703,26048.720703,1780728400
2019-08-23,26057.880859,26241.220703,25940.439453,26179.330078,26179.330078,1621440900
2019-08-26,25322.000000,25692.279297,25249.509766,25680.330078,25680.330078,2475604900
2019-08-27,25715.980469,25764.609375,25581.730469,25664.070313,25664.070313,2214167200
2019-08-28,25767.080078,25830.640625,25596.080078,25615.480469,25615.480469,1462114400
2019-08-29,25606.330078,25714.779297,25372.490234,25703.500000,25703.500000,1784869100
2019-08-30,26011.640625,26011.640625,25536.150391,25724.730469,25724.730469,2017892000
2019-09-02,25627.830078,25662.310547,25502.699219,25626.550781,25626.550781,1295066700
2019-09-03,25546.320313,25736.050781,25498.109375,25527.849609,25527.849609,1149210200
2019-09-04,25675.160156,26654.210938,25675.160156,26523.230469,26523.230469,2688524600
2019-09-05,26512.859375,26697.849609,26283.119141,26515.529297,26515.529297,1996619100
2019-09-06,26773.130859,26790.789063,26563.169922,26690.759766,26690.759766,1895344700
2019-09-09,26743.359375,26807.859375,26609.650391,26681.400391,26681.400391,1700948300
2019-09-10,26831.980469,26870.769531,26634.470703,26683.679688,26683.679688,1738020300
2019-09-11,26790.640625,27159.509766,26705.630859,27159.060547,27159.060547,2072246200
2019-09-12,27283.980469,27283.980469,26967.250000,27087.630859,27087.630859,1337046900
2019-09-13,27154.509766,27366.449219,27074.539063,27352.689453,27352.689453,1176496300
2019-09-16,27212.890625,27212.890625,26976.300781,27124.550781,27124.550781,2189101500
2019-09-17,26942.960938,26951.839844,26694.369141,26790.240234,26790.240234,1850715100
2019-09-18,26838.429688,26891.160156,26730.630859,26754.119141,26754.119141,1372644100
2019-09-19,26820.730469,26820.730469,26372.089844,26468.949219,26468.949219,1330417000
2019-09-20,26532.880859,26564.359375,26410.410156,26435.669922,26435.669922,1972985800
2019-09-23,26463.619141,26483.029297,26186.009766,26222.400391,26222.400391,1285452900
2019-09-24,26300.210938,26391.980469,26207.269531,26281.000000,26281.000000,2089366000
2019-09-25,26162.710938,26190.560547,25917.679688,25945.349609,25945.349609,1762622300
2019-09-26,26075.150391,26099.640625,25917.580078,26041.929688,26041.929688,1700238600
2019-09-27,25977.980469,26017.460938,25840.660156,25954.810547,25954.810547,984279500
2019-09-30,25844.710938,26161.699219,25786.289063,26092.269531,26092.269531,1343934800
2019-10-02,25901.470703,26092.619141,25778.220703,26042.689453,26042.689453,1202153800
2019-10-03,25831.439453,26192.869141,25809.470703,26110.310547,26110.310547,1142351000
2019-10-04,26169.509766,26169.509766,25612.490234,25821.029297,25821.029297,1137243700
2019-10-08,25848.730469,26180.029297,25761.500000,25893.400391,25893.400391,1779110400
2019-10-09,25736.880859,25866.839844,25656.660156,25682.810547,25682.810547,1588334500
2019-10-10,25625.570313,25809.580078,25521.949219,25707.929688,25707.929688,1434231600
2019-10-11,25986.820313,26393.009766,25976.070313,26308.439453,26308.439453,2030977900
2019-10-14,26520.929688,26636.929688,26386.410156,26521.849609,26521.849609,2096251800
2019-10-15,26609.130859,26609.130859,26433.429688,26503.929688,26503.929688,1569211500
2019-10-16,26553.900391,26698.560547,26432.429688,26664.279297,26664.279297,1689389100
2019-10-17,26809.039063,26956.820313,26729.509766,26848.490234,26848.490234,1403839300
2019-10-18,26910.550781,26985.080078,26650.130859,26719.580078,26719.580078,1541856100
2019-10-21,26715.220703,26818.439453,26658.320313,26725.679688,26725.679688,1045151500
2019-10-22,26813.810547,26844.289063,26698.300781,26786.199219,26786.199219,1496851400
2019-10-23,26771.980469,26818.990234,26491.710938,26566.730469,26566.730469,1270778600
2019-10-24,26651.029297,26810.429688,26592.179688,26797.949219,26797.949219,1496729000
2019-10-25,26795.640625,26795.640625,26621.179688,26667.390625,26667.390625,1151226200
2019-10-28,26770.109375,27005.679688,26762.699219,26891.259766,26891.259766,1476176200
2019-10-29,27027.560547,27027.560547,26729.060547,26786.759766,26786.759766,1515348700
2019-10-30,26766.980469,26809.529297,26602.949219,26667.710938,26667.710938,1554112000
2019-10-31,26708.449219,27009.500000,26708.449219,26906.720703,26906.720703,1907594000
2019-11-01,26806.439453,27102.419922,26800.570313,27100.759766,27100.759766,1421451500
2019-11-04,27299.880859,27547.300781,27299.460938,27547.300781,27547.300781,1777502800
2019-11-05,27601.099609,27733.070313,27463.330078,27683.400391,27683.400391,1748633300
2019-11-06,27636.330078,27750.910156,27547.769531,27688.640625,27688.640625,1316670900
2019-11-07,27690.599609,27900.800781,27534.910156,27847.230469,27847.230469,1353594600
2019-11-08,27894.560547,27894.560547,27582.289063,27651.140625,27651.140625,1491797400
2019-11-11,27361.410156,27361.410156,26830.470703,26926.550781,26926.550781,1921659900
2019-11-12,27064.259766,27076.669922,26794.609375,27065.279297,27065.279297,1149626200
2019-11-13,26761.160156,26761.160156,26465.330078,26571.460938,26571.460938,1855002900
2019-11-14,26444.230469,26605.960938,26203.970703,26323.689453,26323.689453,1554697800
2019-11-15,26529.949219,26544.650391,26300.080078,26326.660156,26326.660156,1180282700
2019-11-18,26442.390625,26702.160156,26406.349609,26681.089844,26681.089844,1425323100
2019-11-19,26671.320313,27093.800781,26605.630859,27093.800781,27093.800781,1542578800
2019-11-20,26936.789063,26962.169922,26804.349609,26889.609375,26889.609375,1333243700
2019-11-21,26587.589844,26587.589844,26306.019531,26466.880859,26466.880859,1712162300
2019-11-22,26584.880859,26690.169922,26487.669922,26595.080078,26595.080078,1100431900
2019-11-25,26873.349609,27114.220703,26852.890625,26993.039063,26993.039063,1497175900
2019-11-26,27183.900391,27227.869141,26913.919922,26913.919922,26913.919922,2416392100
2019-11-27,26943.519531,26974.279297,26866.800781,26954.000000,26954.000000,1133748200
2019-11-28,26763.630859,26991.800781,26763.630859,26893.730469,26893.730469,998841900
2019-11-29,26705.380859,26705.380859,26308.099609,26346.490234,26346.490234,2004856800
2019-12-02,26475.339844,26511.550781,26393.089844,26444.720703,26444.720703,1348911800
2019-12-03,26315.970703,26424.119141,26063.019531,26391.300781,26391.300781,1795451800
2019-12-04,26071.390625,26191.789063,25995.150391,26062.560547,26062.560547,1502327900
2019-12-05,26300.509766,26300.509766,26134.060547,26217.039063,26217.039063,1228026600
2019-12-06,26345.199219,26520.080078,26309.339844,26498.369141,26498.369141,1644211100
2019-12-09,26513.970703,26618.250000,26432.269531,26494.730469,26494.730469,1301819900
2019-12-10,26378.990234,26527.089844,26355.529297,26436.619141,26436.619141,956293300
2019-12-11,26410.089844,26659.980469,26364.429688,26645.429688,26645.429688,1409589200
2019-12-12,26837.939453,27048.980469,26837.939453,26994.140625,26994.140625,1451721900
2019-12-13,27494.509766,27687.759766,27405.259766,27687.759766,27687.759766,2212195500
2019-12-16,27530.500000,27715.929688,27473.320313,27508.089844,27508.089844,1421412600
2019-12-17,27630.689453,27894.720703,27563.439453,27843.710938,27843.710938,1926224500
2019-12-18,27884.210938,27884.210938,27884.210938,27884.210938,27884.210938,0
2019-12-19,27908.779297,27908.779297,27675.240234,27800.490234,27800.490234,1296810200
2019-12-20,27834.550781,27959.519531,27740.660156,27871.349609,27871.349609,1680024400
2019-12-23,28024.619141,28024.619141,27830.080078,27906.410156,27906.410156,1216834000
2019-12-24,27901.509766,27921.289063,27792.660156,27864.210938,27864.210938,483984100
2019-12-27,28033.660156,28226.109375,28000.619141,28225.419922,28225.419922,1375016100
2019-12-30,28250.480469,28418.650391,28165.130859,28319.390625,28319.390625,1420447400
2019-12-31,28241.429688,28298.460938,28123.859375,28189.750000,28189.750000,873713900
2020-01-02,28249.369141,28543.519531,28245.970703,28543.519531,28543.519531,1262732800
2020-01-03,28828.359375,28883.300781,28428.169922,28451.500000,28451.500000,1797904800
2020-01-06,28326.500000,28367.869141,28054.289063,28226.189453,28226.189453,1793426600
2020-01-07,28352.679688,28473.080078,28264.070313,28322.060547,28322.060547,1302687200
2020-01-08,27999.580078,28198.609375,27857.730469,28087.919922,28087.919922,1709241600
2020-01-09,28367.650391,28561.000000,28325.859375,28561.000000,28561.000000,1692786200
2020-01-10,28665.140625,28665.140625,28504.269531,28638.199219,28638.199219,1448401000
2020-01-13,28772.369141,28971.400391,28671.839844,28954.939453,28954.939453,1765055700
2020-01-14,29149.529297,29149.529297,28790.490234,28885.140625,28885.140625,1643504700
2020-01-15,28891.070313,28972.679688,28619.099609,28773.589844,28773.589844,1240120700
2020-01-16,28806.119141,28987.730469,28709.570313,28883.039063,28883.039063,1620926200
2020-01-17,28988.160156,29101.150391,28813.130859,29056.419922,29056.419922,1545082800
2020-01-20,29169.119141,29174.919922,28795.419922,28795.910156,28795.910156,1633383900
2020-01-21,28449.380859,28492.029297,27980.500000,27985.330078,27985.330078,2236521700
2020-01-22,28116.500000,28393.929688,27937.679688,28341.039063,28341.039063,1343288100
2020-01-23,28109.750000,28133.029297,27706.369141,27909.119141,27909.119141,1753263000
2020-01-24,27935.419922,27977.630859,27774.500000,27949.640625,27949.640625,612128700
2020-01-29,27101.539063,27333.300781,27101.539063,27160.630859,27160.630859,2203836100
2020-01-30,27030.609375,27134.550781,26330.050781,26449.130859,26449.130859,2223567800
2020-01-31,26757.609375,26818.839844,26295.490234,26312.630859,26312.630859,1874255200
2020-02-03,26189.609375,26512.580078,26145.589844,26356.980469,26356.980469,2421482700
2020-02-04,26491.660156,26730.259766,26491.660156,26675.980469,26675.980469,2500238100
2020-02-05,26869.320313,26926.119141,26641.919922,26786.740234,26786.740234,2498930800
2020-02-06,27174.529297,27608.220703,27029.490234,27493.699219,27493.699219,2249533900
2020-02-07,27356.279297,27410.580078,27224.119141,27404.269531,27404.269531,1464514700
2020-02-10,27092.150391,27314.640625,27044.880859,27241.339844,27241.339844,1612017900
2020-02-11,27514.250000,27674.810547,27436.990234,27583.880859,27583.880859,1868625400
2020-02-12,27717.220703,27892.480469,27614.830078,27823.660156,27823.660156,1796561200
2020-02-13,27953.650391,27953.650391,27695.599609,27730.000000,27730.000000,1617010200
2020-02-14,27698.560547,27960.660156,27695.589844,27815.599609,27815.599609,1445335900
2020-02-17,27766.710938,28055.580078,27766.710938,27959.599609,27959.599609,1412999200
2020-02-18,27766.500000,27771.300781,27496.250000,27530.199219,27530.199219,1592221400
2020-02-19,27486.460938,27697.460938,27448.599609,27655.810547,27655.810547,1471538100
2020-02-20,27767.279297,27767.279297,27383.130859,27609.160156,27609.160156,1582073100
2020-02-21,27450.460938,27484.529297,27264.779297,27308.810547,27308.810547,1773613400
2020-02-24,27105.349609,27105.349609,26813.220703,26820.880859,26820.880859,2044657000
2020-02-25,26722.390625,26914.050781,26667.039063,26893.230469,26893.230469,1924042900
2020-02-26,26696.490234,26696.490234,26696.490234,26696.490234,26696.490234,0
2020-02-27,26529.169922,26849.570313,26419.970703,26778.619141,26778.619141,2110369700
2020-02-28,26249.060547,26313.550781,25989.410156,26129.929688,26129.929688,3191426200
2020-03-02,26077.730469,26375.910156,26077.730469,26291.679688,26291.679688,2201535600
2020-03-03,26419.130859,26527.750000,26233.390625,26284.820313,26284.820313,2136295000
2020-03-04,26321.560547,26372.480469,26038.390625,26222.070313,26222.070313,1957062400
2020-03-05,26348.160156,26805.580078,26315.359375,26767.869141,26767.869141,2522843200
2020-03-06,26397.779297,26408.800781,26084.230469,26146.669922,26146.669922,2646519300
2020-03-09,25134.019531,25321.279297,24948.380859,25040.460938,25040.460938,4677892400
2020-03-10,25285.679688,25578.609375,24978.970703,25392.509766,25392.509766,3225661100
2020-03-11,25459.960938,25493.230469,25140.380859,25231.609375,25231.609375,2627625600
2020-03-12,24657.669922,24657.669922,24117.939453,24309.070313,24309.070313,3748928400
2020-03-13,22519.320313,24184.480469,22519.320313,24032.910156,24032.910156,5495155700
2020-03-16,23317.810547,23631.529297,22842.250000,23063.570313,23063.570313,4067029300
2020-03-17,23001.759766,23401.199219,22676.460938,23263.730469,23263.730469,3637973700
2020-03-18,23023.339844,23425.029297,22167.419922,22291.820313,22291.820313,4217153600
2020-03-19,22221.380859,22380.339844,21139.259766,21709.130859,21709.130859,5628397600
2020-03-20,22147.339844,22805.070313,22147.339844,22805.070313,22805.070313,4528187900
2020-03-23,21696.130859,21696.130859,21696.130859,21696.130859,21696.130859,0
2020-03-24,22497.570313,22753.009766,22383.250000,22663.490234,22663.490234,3614066700
2020-03-25,23255.910156,23569.449219,23062.230469,23527.189453,23527.189453,3605374900
2020-03-26,23604.830078,23604.830078,23163.669922,23352.339844,23352.339844,2519508100
2020-03-27,23768.410156,23791.199219,23354.009766,23484.279297,23484.279297,2199674300
2020-03-30,23020.849609,23491.509766,22973.330078,23175.109375,23175.109375,2553435900
2020-03-31,23613.269531,23627.529297,23238.039063,23603.480469,23603.480469,2876326600
2020-04-01,23365.900391,23540.009766,22947.640625,23085.789063,23085.789063,2879977600
2020-04-02,22838.669922,23280.060547,22756.130859,23280.060547,23280.060547,2560937400
2020-04-03,23072.949219,23236.109375,23030.580078,23236.109375,23236.109375,1870630600
2020-04-06,23558.830078,23832.929688,23271.470703,23749.119141,23749.119141,1834036600
2020-04-07,24093.050781,24262.009766,23796.029297,24253.289063,24253.289063,2535034600
2020-04-08,24191.320313,24191.320313,23897.400391,23970.369141,23970.369141,1840854100
2020-04-09,24181.320313,24308.689453,24045.179688,24300.330078,24300.330078,1725334600
2020-04-14,24347.609375,24546.390625,24283.130859,24435.400391,24435.400391,2050447800
2020-04-15,24499.859375,24603.599609,24090.500000,24145.339844,24145.339844,1906625200
2020-04-16,24025.449219,24102.910156,23854.789063,24006.449219,24006.449219,1865473400
2020-04-17,24457.830078,24666.640625,24308.779297,24380.000000,24380.000000,1937579000
2020-04-20,24503.560547,24503.560547,24225.550781,24330.019531,24330.019531,1375091600
2020-04-21,24247.839844,24247.839844,23676.130859,23793.550781,23793.550781,2160661700
2020-04-22,23540.539063,23939.289063,23483.310547,23893.359375,23893.359375,1668362400
2020-04-23,23983.650391,24107.880859,23806.300781,23977.320313,23977.320313,1814344800
2020-04-24,23844.550781,23957.169922,23730.490234,23831.330078,23831.330078,1301664900
2020-04-27,24030.660156,24318.810547,24030.539063,24280.140625,24280.140625,1592713000
2020-04-28,24401.119141,24582.660156,24176.880859,24575.960938,24575.960938,1687557300
2020-04-29,24786.019531,24855.470703,24549.619141,24643.589844,24643.589844,1648009000
2020-05-04,23895.109375,23897.529297,23584.949219,23613.800781,23613.800781,2556774000
2020-05-05,23755.769531,23928.449219,23697.880859,23868.660156,23868.660156,1332967300
2020-05-06,24137.480469,24137.480469,24137.480469,24137.480469,24137.480469,0
2020-05-07,24120.810547,24120.810547,23913.500000,23980.630859,23980.630859,1317060000
2020-05-08,24193.359375,24263.730469,24097.119141,24230.169922,24230.169922,1274113200
2020-05-11,24470.179688,24766.830078,24470.179688,24602.060547,24602.060547,1458200000
2020-05-12,24358.000000,24411.039063,24136.199219,24245.679688,24245.679688,1479628600
2020-05-13,24111.669922,24320.199219,23979.369141,24180.300781,24180.300781,1359038500
2020-05-14,24038.070313,24081.189453,23790.269531,23829.740234,23829.740234,1697720800
2020-05-15,23834.679688,23985.119141,23671.609375,23797.470703,23797.470703,1509478600
2020-05-18,23736.669922,23952.050781,23722.169922,23934.769531,23934.769531,1645114700
2020-05-19,24489.550781,24552.550781,24314.449219,24388.130859,24388.130859,2022987500
2020-05-20,24462.900391,24514.869141,24315.750000,24399.949219,24399.949219,1432021300
2020-05-21,24528.910156,24528.910156,24208.160156,24280.029297,24280.029297,1474345000
2020-05-22,23756.910156,23756.910156,22878.259766,22930.140625,22930.140625,3680989100
2020-05-25,22725.699219,22968.650391,22519.730469,22952.240234,22952.240234,1769029000
2020-05-26,23198.339844,23481.480469,23165.490234,23384.660156,23384.660156,1421148200
